cur_domain,cur_diff,correct,time_ms,target_domain,target_diff
0,1,1,8664,0,1
2,1,0,4861,2,0
2,1,0,2635,1,0
1,0,0,14561,1,0
2,0,1,5349,2,0
2,0,0,5503,2,0
1,1,0,2400,1,0
0,2,0,10945,0,1
1,1,0,5240,1,0
0,0,0,4953,0,0
2,0,1,14716,2,0
0,1,0,8135,0,0
1,0,0,6463,1,0
1,0,1,8940,0,0
0,1,1,13959,0,0
0,1,1,10660,0,0
2,1,0,4793,2,0
0,1,0,1130,0,0
2,0,1,13708,2,0
2,1,0,8581,0,0
0,2,1,3686,2,2
1,2,1,1944,1,2
2,0,1,783,2,1
2,0,0,13844,2,0
1,2,1,13806,1,1
0,0,0,6603,0,0
0,1,0,13994,1,0
2,1,1,5433,2,1
2,1,0,7164,2,0
2,2,1,9334,0,2
0,2,0,5098,2,1
2,1,0,501,2,0
2,1,1,1400,2,2
2,2,1,983,2,2
0,0,0,13554,0,0
2,1,0,3823,2,0
1,1,0,3012,1,0
2,2,1,12693,1,1
1,0,1,13589,0,0
2,1,1,11526,2,0
2,1,1,4499,1,1
2,2,1,1893,1,2
2,1,0,8170,2,0
0,2,1,3254,0,2
2,2,0,1537,2,1
2,2,1,3760,2,2
1,1,1,5335,1,1
2,0,1,10540,2,0
1,2,1,14339,1,1
2,0,1,13525,0,0
2,0,1,8129,2,0
0,1,1,12554,0,0
1,2,0,5754,1,1
0,1,0,8233,0,0
1,0,0,11552,0,0
0,0,0,12227,0,0
2,1,1,7934,2,1
1,0,1,8694,1,0
2,1,0,6550,2,0
1,1,0,12145,2,0
1,0,1,4418,1,0
1,2,1,1721,1,2
2,2,1,7725,2,2
0,2,1,12280,0,1
2,0,0,589,1,0
1,1,1,10130,1,0
2,0,0,14333,2,0
1,2,0,5287,0,1
1,1,1,5096,1,1
1,1,0,10164,0,0
0,0,0,11103,0,0
2,0,1,14722,0,0
2,1,0,5701,2,0
0,0,0,11795,0,0
1,2,1,9822,1,2
0,1,0,11633,1,0
1,1,1,11611,1,0
2,1,1,9451,2,1
2,2,1,1512,2,2
2,2,0,1100,2,1
0,1,1,6104,0,1
1,2,0,1693,1,1
0,0,0,11306,0,0
2,2,0,2891,2,1
0,2,0,1027,0,1
0,2,1,1310,0,2
1,0,1,14437,2,0
0,0,0,14177,0,0
2,1,0,10133,1,0
2,0,1,5146,1,0
1,2,0,6524,1,1
1,1,0,7656,1,0
1,2,0,9941,1,1
0,1,1,7145,2,1
2,2,1,10618,2,1
1,2,0,8244,1,1
1,0,1,2838,1,1
1,0,0,680,1,0
2,1,0,12313,2,0
2,1,0,3593,2,0
0,1,0,5590,0,0
0,2,0,13786,0,1
2,1,0,3344,1,0
1,0,1,13739,2,0
1,2,1,14224,1,1
2,1,0,6808,2,0
0,0,0,7056,1,0
2,1,1,7106,2,1
1,2,1,2648,1,2
0,0,1,6358,0,0
2,2,1,10400,1,1
0,2,0,4785,0,1
2,0,0,12303,2,0
1,2,0,14870,1,1
1,2,1,13862,2,1
1,0,1,7688,1,0
1,1,1,6247,1,1
2,0,1,7792,2,0
2,0,1,6395,2,0
0,2,0,7305,0,1
2,1,1,3036,0,1
0,1,1,5547,1,1
2,2,1,12391,2,1
1,1,1,5934,1,1
0,2,0,1976,0,1
0,1,0,2440,0,0
2,0,0,10126,0,0
2,0,1,5951,0,0
2,0,1,1023,2,1
1,1,0,2466,1,0
2,2,0,14133,0,1
0,1,1,7005,0,1
1,1,0,14667,0,0
1,1,1,7354,1,1
2,1,1,9321,1,1
1,2,0,12439,1,1
0,0,1,868,0,1
0,0,0,6982,0,0
1,2,0,9934,1,1
2,0,1,7454,2,0
1,1,1,1876,1,2
0,0,0,11244,0,0
1,0,0,4350,1,0
0,0,0,2443,0,0
1,0,1,11565,1,0
2,0,1,10061,2,0
2,0,0,998,2,0
2,2,1,1276,2,2
0,1,1,13887,0,0
2,2,1,14689,2,1
0,2,0,14133,0,1
1,1,0,2869,2,0
0,2,0,4443,0,1
2,2,1,11616,2,1
2,2,1,685,2,2
2,0,0,9048,2,0
0,1,0,7904,0,0
1,2,1,5907,1,2
0,0,1,13774,1,0
0,2,0,14314,0,1
0,0,1,14620,1,0
2,2,1,1513,2,2
2,2,0,4041,2,1
2,2,1,5887,2,2
1,0,1,12630,1,0
1,2,0,12747,1,1
1,0,1,1398,1,1
0,1,1,1891,0,2
0,2,1,2818,0,2
2,2,0,12204,0,1
0,2,1,11401,1,1
2,0,1,14503,2,0
2,2,1,1365,2,2
1,0,0,5891,0,0
1,2,1,13328,1,1
2,2,1,14043,2,1
2,2,0,3941,1,1
1,0,1,10177,1,0
1,1,1,6183,1,1
2,0,1,8646,2,0
0,2,0,3265,0,1
0,1,1,9109,0,1
1,1,0,10856,1,0
0,0,0,3322,0,0
0,0,0,9648,0,0
1,1,1,10266,1,0
1,0,0,7370,0,0
0,2,1,9611,0,2
0,0,1,14870,1,0
0,1,0,2505,0,0
0,2,0,14776,0,1
2,0,1,4462,2,0
2,0,0,9522,2,0
0,0,1,3927,1,0
1,1,0,4328,1,0
2,0,1,2937,1,1
1,1,0,869,2,0
2,1,0,649,2,0
1,0,1,10141,1,0
1,2,0,6206,0,1
0,1,1,10800,0,0
0,1,0,1996,0,0
0,2,0,12551,0,1
1,2,0,7371,1,1
2,2,0,10045,2,1
1,0,0,4459,0,0
1,2,1,993,2,2
1,1,0,9508,1,0
0,2,1,10626,0,1
1,2,0,12866,0,1
0,0,0,8840,0,0
2,1,0,11817,2,0
0,2,1,8576,0,2
0,1,1,3216,0,1
0,1,1,14660,0,0
2,2,1,11018,1,1
0,0,1,6504,0,0
1,1,1,3956,1,1
1,2,1,14293,1,1
1,1,0,6308,1,0
0,2,0,787,0,1
0,0,1,14672,0,0
2,2,0,5529,0,1
2,0,1,12115,0,0
1,1,1,1249,1,2
2,2,1,10704,1,1
0,0,0,4332,0,0
1,0,0,8039,1,0
2,2,0,14922,2,1
2,1,0,13144,2,0
1,0,1,10595,1,0
0,1,0,3087,0,0
2,1,1,2926,0,2
2,2,1,7431,2,2
1,2,1,13029,1,1
0,0,0,9370,0,0
2,0,1,3884,2,0
1,1,0,10851,1,0
1,2,1,12622,1,1
1,2,0,2053,1,1
2,1,0,13568,2,0
0,2,1,11626,0,1
0,0,1,4914,0,0
0,1,0,9934,0,0
2,2,0,4303,2,1
2,2,0,543,2,1
1,0,1,1110,0,1
0,1,1,4901,0,1
1,1,0,7236,1,0
1,0,1,9056,1,0
2,2,0,14445,2,1
0,0,0,3475,0,0
2,2,0,14979,1,1
0,1,0,12844,0,0
2,1,1,14027,2,0
1,0,0,1708,1,0
2,0,1,9738,2,0
2,0,0,4662,2,0
0,0,1,14637,0,0
1,0,1,10675,1,0
1,1,0,8058,1,0
2,1,0,9355,2,0
0,2,1,1252,1,2
0,1,0,10258,0,0
2,1,0,5892,2,0
2,2,0,9075,2,1
2,1,1,8756,2,1
1,2,0,4222,1,1
1,2,1,10021,1,1
2,0,1,13599,2,0
2,0,1,10898,2,0
2,2,1,6488,2,2
0,2,0,4161,2,1
1,2,0,5831,1,1
1,2,0,7922,1,1
2,2,1,13296,2,1
2,0,0,5776,2,0
1,1,0,7088,1,0
1,1,0,3738,0,0
2,2,1,11577,2,1
2,2,1,4295,1,2
1,2,1,7658,1,2
2,0,0,2933,2,0
2,0,0,2210,2,0
0,0,1,5202,0,0
0,2,0,9794,2,1
1,2,0,2436,1,1
0,0,1,13326,0,0
1,1,1,7782,1,1
1,0,1,1723,1,1
0,0,0,13777,0,0
1,2,0,2739,1,1
1,1,1,6796,1,1
1,1,1,9666,1,1
2,1,1,1514,2,2
0,1,0,755,0,0
2,1,0,10832,2,0
2,0,0,6507,2,0
1,2,1,3352,1,2
0,2,1,6808,1,2
2,2,0,6130,1,1
0,2,0,4560,0,1
2,1,1,14690,0,0
2,2,1,6652,2,2
1,1,0,14341,1,0
0,0,1,12079,0,0
0,1,0,11246,0,0
1,1,1,8923,1,1
2,1,0,3977,2,0
2,2,0,6562,2,1
2,2,0,14795,2,1
1,2,0,2560,1,1
2,0,0,8397,2,0
1,2,1,6888,1,2
0,2,1,11120,1,1
2,2,1,3968,2,2
0,0,1,8022,0,0
2,2,1,12485,2,1
2,1,0,7776,2,0
0,1,1,6730,0,1
0,2,1,3140,0,2
2,0,0,2922,2,0
1,2,1,2857,1,2
0,1,0,12002,0,0
1,1,1,3754,1,1
1,0,1,9942,1,0
1,2,1,8706,1,2
1,0,1,14842,1,0
2,0,1,6830,0,0
0,0,1,13533,0,0
2,0,0,11741,0,0
1,1,1,13632,1,0
1,2,1,7750,1,2
0,0,1,11969,0,0
1,1,0,2156,1,0
1,2,1,6108,1,2
2,1,1,5331,2,1
0,2,0,9090,0,1
1,1,0,14210,1,0
0,1,1,3621,0,1
0,1,0,4094,2,0
2,1,0,3749,2,0
1,0,0,14378,1,0
0,2,0,1045,0,1
1,1,1,11418,0,0
2,0,0,12628,2,0
0,0,1,9262,0,0
0,0,1,10231,0,0
0,1,1,2572,0,2
0,2,1,6515,0,2
2,2,0,3788,2,1
2,1,0,3026,2,0
2,1,1,1557,2,2
0,2,0,7570,0,1
0,0,0,8517,1,0
2,0,1,1664,2,1
0,1,0,13507,0,0
0,2,0,4567,0,1
1,1,0,13125,1,0
2,0,0,13776,0,0
2,2,1,4314,2,2
2,1,0,13748,2,0
1,2,0,9424,1,1
2,0,1,938,2,1
2,2,1,9160,0,2
1,2,0,3073,1,1
1,0,1,6938,0,0
2,0,1,6782,2,0
1,2,0,4916,1,1
2,0,0,8994,2,0
2,1,0,7910,2,0
0,0,0,6081,0,0
1,2,0,14734,1,1
1,1,1,13404,1,0
0,1,0,5417,2,0
0,1,1,1569,0,2
2,2,0,13029,2,1
1,1,1,10115,1,0
0,0,0,10844,0,0
0,2,1,2704,0,2
0,1,0,3142,0,0
2,1,1,12200,2,0
2,1,0,9608,2,0
0,1,0,507,2,0
1,2,1,7427,1,2
2,0,0,5669,1,0
2,1,1,1764,2,2
1,0,1,3877,1,0
2,2,1,9689,0,2
0,1,0,14688,0,0
0,2,1,6935,0,2
2,2,0,2281,1,1
1,1,0,13516,1,0
2,1,0,6623,2,0
2,0,1,10983,2,0
1,0,1,2952,1,1
1,2,1,12173,1,1
1,2,0,4364,1,1
2,1,0,4634,2,0
0,0,0,13526,0,0
1,2,0,14172,1,1
1,2,1,8808,1,2
2,1,1,4266,2,1
1,1,0,12244,1,0
0,2,0,2158,0,1
0,1,0,3080,0,0
2,2,0,14551,0,1
2,2,0,12668,0,1
1,2,1,10844,1,1
1,2,0,872,1,1
0,0,0,7955,0,0
0,2,1,563,0,2
1,1,1,558,1,2
1,2,1,2110,1,2
1,2,0,13502,1,1
1,2,0,9620,1,1
0,0,0,1970,0,0
0,0,1,14440,0,0
1,2,0,10013,1,1
0,1,1,13084,0,0
0,2,0,6503,0,1
1,1,0,9188,1,0
1,1,1,5573,1,1
2,0,0,1958,1,0
2,1,1,12466,1,0
2,0,1,6972,2,0
0,0,1,11863,0,0
2,0,1,1491,2,1
1,0,1,12831,1,0
1,1,1,5661,1,1
2,0,0,606,2,0
0,1,1,9599,0,1
2,2,0,9166,2,1
2,2,1,5491,0,2
1,2,1,8844,1,2
1,0,0,10091,2,0
0,2,1,12304,0,1
0,2,1,6421,2,2
1,0,1,9809,1,0
0,0,0,5529,0,0
2,2,1,3569,0,2
2,2,1,10484,2,1
2,0,0,13718,2,0
1,2,1,2105,1,2
0,1,1,8506,0,1
1,2,0,9897,1,1
1,1,0,1519,1,0
2,0,0,5056,2,0
0,1,1,14667,1,0
1,0,0,7620,1,0
2,1,1,2099,1,2
1,2,0,6195,1,1
2,1,0,2367,2,0
1,1,1,4708,1,1
2,1,1,6592,2,1
0,1,0,2046,1,0
0,2,1,5283,0,2
1,2,1,7793,1,2
1,1,0,5088,1,0
1,0,0,14076,2,0
1,0,1,7932,1,0
0,0,1,13410,0,0
0,1,1,12205,0,0
1,0,0,10080,1,0
0,2,1,6788,1,2
0,1,1,6784,1,1
2,2,0,2385,2,1
0,2,1,6325,0,2
1,2,0,1026,2,1
0,2,0,6774,0,1
0,0,1,3431,0,0
0,2,0,4219,0,1
1,0,1,4866,1,0
0,0,1,5295,0,0
2,1,0,3062,1,0
2,0,0,9369,2,0
0,1,1,10218,0,0
0,0,0,4809,1,0
2,1,1,853,0,2
2,2,0,5682,1,1
2,0,1,11796,2,0
2,0,0,9726,2,0
0,1,1,8468,0,1
1,2,1,3305,0,2
0,0,0,4312,0,0
1,1,0,9811,1,0
2,0,0,7672,2,0
0,2,1,2635,0,2
1,0,1,4940,1,0
0,1,0,8925,0,0
0,2,0,14330,0,1
2,2,1,1727,2,2
2,1,1,2239,2,2
1,1,0,9448,2,0
2,2,1,3174,2,2
0,1,0,4458,0,0
1,2,0,6208,1,1
1,0,1,13369,1,0
1,2,1,8620,1,2
2,2,0,14275,2,1
2,1,0,3211,2,0
2,1,1,10950,0,0
0,2,0,4866,0,1
1,2,1,13476,1,1
2,0,1,3808,2,0
0,0,1,8270,1,0
0,0,0,9663,0,0
0,1,0,5288,1,0
1,2,1,9279,1,2
0,2,1,9758,0,2
2,2,1,11241,2,1
0,2,1,928,0,2
2,1,0,3214,2,0
1,1,0,11397,1,0
2,0,0,10139,0,0
2,2,1,6580,2,2
1,0,1,8236,1,0
0,1,1,4756,0,1
0,1,0,10194,0,0
0,2,1,1079,0,2
2,2,0,2503,2,1
1,2,0,1828,1,1
1,2,0,9567,1,1
0,2,1,9568,0,2
1,2,1,7807,1,2
0,0,1,2606,0,1
1,0,1,6944,1,0
2,2,0,2306,2,1
0,0,1,10489,1,0
1,1,0,5724,1,0
1,2,1,10705,1,1
0,2,1,2151,0,2
2,0,1,14286,2,0
1,0,1,7616,2,0
0,1,1,4652,0,1
2,0,1,8470,2,0
0,0,1,6653,1,0
0,0,0,1979,0,0
1,0,0,3023,1,0
2,2,0,9044,0,1
1,2,0,5640,1,1
1,0,1,14885,0,0
0,2,0,3496,2,1
0,2,0,11719,0,1
2,2,1,6595,2,2
0,2,1,4770,0,2
2,2,1,9402,2,2
0,0,0,10494,0,0
2,1,1,10800,2,0
2,1,1,2283,2,2
1,0,0,7620,0,0
2,0,0,6742,2,0
0,2,0,4096,0,1
0,0,1,11747,0,0
0,0,0,7012,1,0
1,0,1,13825,1,0
1,2,1,8975,1,2
2,1,1,11128,0,0
0,2,0,2875,0,1
1,2,0,10721,1,1
1,0,0,4949,1,0
2,1,1,2612,2,2
0,0,0,1585,0,0
2,0,0,9463,2,0
1,1,1,6216,1,1
0,1,0,13568,0,0
0,2,1,2049,1,2
2,1,1,13823,2,0
0,0,1,7757,0,0
0,0,0,6968,0,0
1,0,1,1964,1,1
2,1,1,8174,2,1
0,0,0,9472,0,0
2,1,1,9599,2,1
2,2,1,1240,2,2
1,1,0,10276,1,0
1,1,1,10602,1,0
0,0,1,8166,0,0
0,2,0,13916,0,1
2,0,0,8600,0,0
0,0,1,6094,0,0
0,0,0,552,0,0
2,2,1,8956,0,2
0,2,0,12124,0,1
1,1,1,8387,2,1
2,1,1,12471,2,0
2,2,1,10614,2,1
0,2,0,2709,0,1
2,1,0,14494,2,0
0,1,0,2984,0,0
0,1,1,5588,0,1
2,0,1,5118,2,0
1,1,1,2855,1,2
2,1,1,11949,1,0
2,1,0,10425,2,0
1,2,1,8084,1,2
2,2,1,12167,2,1
0,2,1,13424,0,1
1,0,0,3933,0,0
2,0,0,7640,2,0
2,0,0,3944,1,0
2,1,1,3410,2,1
1,2,1,1087,0,2
0,2,0,8041,0,1
0,1,1,7364,0,1
1,0,0,13636,0,0
2,0,1,13203,2,0
2,1,0,12141,2,0
2,2,0,12858,0,1
2,2,1,12465,0,1
1,2,0,5396,1,1
1,2,0,9760,2,1
2,2,1,3871,2,2
2,1,0,9669,2,0
2,2,0,6037,2,1
0,1,0,7337,0,0
1,2,1,3813,1,2
1,2,1,9970,1,2
1,0,1,3981,1,0
1,0,1,8861,1,0
1,0,0,6850,2,0
2,0,0,6267,1,0
0,2,1,12347,0,1
0,1,1,11577,0,0
2,2,1,6813,2,2
0,2,0,2734,0,1
2,2,0,9724,2,1
2,0,0,14238,2,0
1,1,0,9551,1,0
2,2,1,10147,2,1
2,2,1,5957,1,2
0,2,1,11945,0,1
2,1,1,13886,2,0
2,0,1,3850,2,0
2,1,1,9957,2,1
0,2,1,11283,0,1
2,2,0,4479,1,1
0,1,1,12397,1,0
2,0,0,7180,2,0
0,1,0,7957,0,0
2,1,0,4006,1,0
1,0,0,13841,1,0
2,2,1,6585,2,2
2,1,0,1622,2,0
2,2,1,14535,2,1
2,0,1,1036,2,1
1,1,1,8356,1,1
1,0,1,1994,1,1
0,1,0,13954,0,0
0,2,0,14055,0,1
1,0,0,13960,1,0
2,1,1,4820,2,1
1,1,0,12925,1,0
2,2,0,1250,2,1
0,1,1,9587,0,1
0,2,1,7472,0,2
2,0,0,10612,1,0
2,0,0,7829,2,0
0,1,0,10771,2,0
0,2,1,6195,2,2
1,0,0,3398,1,0
1,0,0,9138,1,0
2,2,0,7781,2,1
0,1,1,13391,0,0
1,2,0,2621,1,1
1,1,0,7195,1,0
0,0,0,12249,0,0
1,2,0,6889,1,1
1,2,0,14123,2,1
0,2,1,14798,1,1
0,2,0,13939,2,1
0,2,0,3839,0,1
0,1,1,5138,0,1
2,2,1,3552,2,2
1,0,0,4558,1,0
1,2,1,7291,1,2
0,0,1,4317,2,0
0,1,0,3147,0,0
2,2,0,11273,1,1
2,1,0,6386,2,0
0,0,0,2881,0,0
0,1,0,6164,0,0
0,2,1,3649,0,2
0,1,1,5788,0,1
1,2,0,5852,0,1
0,1,0,7058,2,0
1,2,0,7479,2,1
2,2,1,4856,0,2
1,2,1,4574,1,2
2,2,0,12207,2,1
2,0,1,8096,2,0
1,0,0,11011,1,0
1,1,0,12921,1,0
1,2,0,12207,1,1
1,1,0,5796,1,0
0,2,0,6313,0,1
1,1,0,14108,1,0
1,2,0,14907,2,1
0,2,1,2475,1,2
2,2,1,11087,2,1
0,2,1,6672,0,2
0,0,1,10396,2,0
2,1,1,7254,2,1
2,1,0,10072,1,0
0,1,0,1552,0,0
0,1,1,2783,2,2
2,0,1,6954,2,0
1,1,0,13139,1,0
2,1,1,5945,2,1
2,0,0,9109,2,0
2,2,0,4777,2,1
2,2,1,6974,2,2
2,1,1,6386,2,1
1,2,1,2130,1,2
0,0,0,1668,2,0
0,1,1,5163,0,1
0,2,0,3879,0,1
0,0,1,11636,1,0
1,0,1,10963,1,0
0,2,1,3182,0,2
2,2,0,1963,0,1
2,2,0,7638,2,1
2,2,1,3911,1,2
2,2,0,11129,0,1
1,1,1,6973,1,1
0,2,0,747,0,1
0,2,0,2359,2,1
2,0,0,13476,2,0
2,1,1,13773,2,0
2,0,1,9297,2,0
1,2,0,3734,1,1
2,2,1,9432,2,2
1,1,1,9020,1,1
0,0,1,672,0,1
1,1,1,4090,1,1
0,0,1,12115,0,0
1,0,1,6369,2,0
0,0,0,14978,2,0
2,1,1,4103,2,1
0,2,0,10593,0,1
0,2,0,11203,0,1
1,1,0,12691,1,0
0,1,0,3027,1,0
1,1,0,3021,1,0
2,0,1,2188,1,1
2,2,0,14421,2,1
1,2,1,7131,1,2
0,0,0,4006,0,0
1,2,0,2246,1,1
0,1,0,700,0,0
1,2,1,1385,0,2
0,0,0,5581,0,0
2,2,0,1747,2,1
0,1,1,9663,2,1
0,1,1,2370,0,2
1,1,0,8564,1,0
0,2,0,14235,0,1
2,1,1,1333,2,2
2,2,1,11741,2,1
2,0,0,5941,2,0
0,0,0,6347,1,0
2,2,1,6206,2,2
0,2,0,1318,0,1
2,0,0,3258,2,0
0,0,1,14093,2,0
1,2,1,8290,1,2
0,2,0,10262,2,1
2,0,1,631,0,1
1,1,1,12406,1,0
1,0,1,12322,1,0
1,2,0,11874,1,1
1,2,0,13456,2,1
1,1,0,8917,0,0
2,0,0,10077,2,0
1,1,0,8746,1,0
2,1,0,13020,2,0
2,2,0,9790,2,1
2,1,1,4387,2,1
1,0,1,9586,2,0
1,2,1,11928,1,1
0,0,0,2608,0,0
1,0,0,12639,1,0
1,1,1,13773,1,0
1,0,0,9982,1,0
2,1,1,3864,2,1
1,0,1,12796,0,0
1,0,1,14958,2,0
0,2,0,12181,0,1
0,2,1,8439,0,2
2,1,1,1033,2,2
1,0,1,10854,1,0
1,0,0,7241,2,0
2,0,0,13913,2,0
0,0,1,11466,1,0
1,2,1,9630,1,2
2,2,0,12099,2,1
0,2,0,4571,2,1
2,1,0,7541,2,0
1,2,1,5752,1,2
1,0,1,6708,1,0
1,1,0,9139,1,0
1,2,0,3205,1,1
0,2,0,884,0,1
0,2,1,12354,0,1
0,2,1,11374,0,1
2,1,0,8976,2,0
2,0,0,2055,2,0
0,2,1,1309,0,2
0,2,1,14012,0,1
0,0,0,14215,0,0
0,0,0,5905,0,0
0,1,0,7013,1,0
1,1,0,8564,2,0
0,0,0,2418,0,0
0,1,1,9936,0,1
2,0,0,7580,2,0
1,0,0,9612,1,0
2,2,1,3392,2,2
1,1,0,14508,1,0
1,0,1,8415,1,0
2,1,0,14585,2,0
2,0,1,14466,2,0
2,1,0,3644,1,0
1,0,1,1402,1,1
1,0,1,7521,0,0
1,1,1,5865,1,1
1,0,1,2845,1,1
0,1,1,5164,0,1
2,0,0,4314,2,0
1,1,0,9771,1,0
2,1,0,2669,2,0
1,2,1,12666,1,1
0,0,0,11788,0,0
1,2,0,1610,1,1
0,0,1,7773,0,0
2,0,0,1992,2,0
0,1,1,9311,0,1
1,2,1,3205,1,2
0,2,1,2822,0,2
0,0,1,13638,0,0
0,0,1,12912,0,0
1,1,1,4853,1,1
1,2,0,9186,1,1
2,1,0,8918,2,0
2,0,1,8063,2,0
2,0,1,3072,2,0
2,0,1,6984,2,0
0,2,0,13743,0,1
1,2,0,1538,1,1
1,0,1,5057,1,0
0,1,1,8258,0,1
1,2,1,3076,1,2
0,0,0,13936,0,0
0,1,0,12744,0,0
0,1,1,13368,0,0
0,1,1,1318,0,2
0,2,0,8020,0,1
2,0,1,8420,2,0
1,2,0,12216,1,1
1,0,1,508,1,1
1,0,0,3638,1,0
2,1,0,14339,2,0
2,1,1,8776,2,1
0,0,1,9263,0,0
1,0,0,1499,1,0
1,1,1,3790,1,1
1,1,0,6994,1,0
2,0,1,5273,2,0
0,2,0,6077,0,1
0,2,0,8147,0,1
1,0,1,13112,1,0
1,1,1,12865,1,0
2,0,1,14387,2,0
2,2,1,1340,2,2
0,1,0,10178,0,0
1,1,0,1457,1,0
0,0,1,4388,0,0
0,1,1,7176,0,1
2,2,0,13663,0,1
2,2,1,1875,2,2
2,0,0,3457,2,0
0,0,0,12544,0,0
1,2,0,4212,1,1
1,1,0,2397,1,0
2,2,0,1600,2,1
0,2,0,8348,2,1
1,0,0,3696,1,0
0,0,0,10303,2,0
1,1,0,13905,1,0
2,0,0,3124,2,0
0,0,0,6974,0,0
1,0,1,10375,1,0
1,1,0,13703,1,0
1,0,1,14986,1,0
2,0,0,10533,2,0
2,0,1,6884,2,0
0,0,1,10775,2,0
0,1,0,7421,0,0
2,1,0,7859,2,0
1,2,0,1551,1,1
0,2,0,9385,0,1
1,1,0,7861,1,0
0,1,0,6881,0,0
1,2,1,10759,0,1
2,1,0,11177,2,0
1,2,1,7418,1,2
1,1,0,5926,2,0
1,1,1,12813,0,0
1,2,0,7117,1,1
2,1,0,8934,2,0
2,0,0,3765,0,0
2,1,0,3142,2,0
2,1,1,4079,1,1
2,2,1,1189,2,2
0,0,0,3996,0,0
1,1,0,14633,1,0
1,0,0,12149,0,0
2,1,0,1261,2,0
0,0,1,14349,0,0
1,1,0,4517,1,0
2,0,1,815,2,1
1,0,1,14805,2,0
1,2,1,8969,1,2
2,0,1,11594,2,0
2,2,1,1308,0,2
2,1,1,2124,2,2
2,1,0,8467,2,0
0,1,0,12774,0,0
0,0,1,14883,0,0
0,2,0,5136,0,1
2,1,1,10090,2,0
0,0,0,2782,0,0
1,1,0,7063,1,0
2,2,1,12523,2,1
1,0,1,10402,1,0
0,1,0,6013,1,0
0,0,0,10368,0,0
0,2,0,3827,0,1
0,0,0,12224,0,0
0,0,0,8425,0,0
2,0,0,8636,1,0
2,1,1,9879,2,1
1,1,1,6134,1,1
2,2,0,7945,2,1
1,0,1,6707,1,0
1,0,0,10764,1,0
1,1,1,4050,2,1
2,2,1,7942,1,2
0,0,1,6315,0,0
1,0,0,9973,1,0
0,1,0,4070,0,0
0,1,0,3305,2,0
2,1,1,8939,2,1
0,0,1,9031,0,0
0,1,1,9708,1,1
1,1,1,671,2,2
0,2,1,9319,0,2
2,1,1,2990,2,2
0,0,0,3935,0,0
0,0,0,2550,0,0
2,2,1,1722,2,2
0,1,0,9807,0,0
2,2,1,11617,2,1
1,2,0,8447,1,1
1,1,0,14659,1,0
1,1,1,7026,1,1
2,2,1,4203,2,2
0,0,1,14370,0,0
2,2,0,14579,1,1
2,1,1,6999,2,1
2,1,0,2825,2,0
1,0,0,12234,1,0
2,1,1,12301,0,0
2,0,1,14809,0,0
2,1,0,4872,2,0
0,0,0,9335,0,0
1,2,0,8965,1,1
2,2,1,1019,0,2
0,2,0,14533,0,1
1,2,1,1395,1,2
2,0,1,14731,2,0
0,2,1,3204,0,2
0,0,0,13059,0,0
2,1,0,6683,1,0
1,0,1,9828,2,0
0,0,1,13296,0,0
1,1,1,10550,1,0
1,2,1,2782,2,2
0,1,1,8318,0,1
0,0,1,9719,2,0
2,1,1,2365,2,2
2,0,0,11868,2,0
1,1,1,4068,2,1
2,1,0,10318,2,0
0,0,1,5406,0,0
2,0,1,885,2,1
1,1,0,1143,1,0
2,1,0,6714,2,0
1,1,1,6280,2,1
2,0,1,14321,2,0
2,1,0,12238,2,0
2,1,1,14741,2,0
0,2,0,6583,2,1
0,2,0,7217,0,1
0,1,0,11414,0,0
0,1,1,4673,0,1
2,0,1,6391,2,0
2,0,0,4522,1,0
0,2,1,5085,0,2
2,0,0,9125,2,0
0,0,1,8818,0,0
2,2,1,13503,1,1
1,1,0,12708,1,0
2,1,0,14360,2,0
0,1,1,2307,0,2
2,2,0,2820,2,1
1,2,1,4265,1,2
1,1,1,3441,1,1
0,2,0,7321,0,1
0,2,1,4214,1,2
0,2,0,12593,1,1
0,2,1,14223,0,1
0,1,1,9315,0,1
1,2,0,11075,1,1
1,1,0,3415,1,0
0,0,1,7871,0,0
1,1,1,5442,1,1
0,1,1,6896,0,1
2,0,0,9854,2,0
2,0,1,9007,0,0
2,1,0,2351,2,0
0,0,0,12755,0,0
2,1,1,2302,1,2
2,2,1,9748,1,2
1,2,0,8849,0,1
0,0,1,14246,2,0
2,0,1,5717,2,0
1,2,1,5915,0,2
0,1,1,6718,0,1
2,0,1,2537,2,1
2,1,1,911,2,2
1,1,1,13571,2,0
0,0,0,3344,0,0
1,2,1,12670,1,1
1,2,1,2327,2,2
0,0,1,11726,0,0
0,1,1,9415,0,1
2,2,0,10528,0,1
2,1,0,3770,2,0
2,1,1,7846,2,1
1,0,0,3495,1,0
0,2,1,5386,0,2
2,1,1,11861,2,0
1,2,1,3361,0,2
2,2,0,13751,2,1
2,0,1,14447,2,0
2,1,1,7471,2,1
0,2,1,7132,2,2
0,1,1,6911,0,1
1,1,1,5872,1,1
1,0,0,7717,1,0
1,0,0,5710,1,0
2,2,1,9339,2,2
1,1,0,2236,1,0
1,2,0,1018,1,1
0,2,1,2973,0,2
2,2,0,6146,2,1
1,2,0,9437,1,1
0,0,1,3947,2,0
2,0,0,10398,2,0
2,2,0,12274,2,1
0,1,0,6435,0,0
0,1,1,5332,0,1
1,1,0,10447,1,0
2,0,1,1215,2,1
2,2,0,11306,2,1
0,2,1,11530,0,1
